Deep_House,Tropical_House,Progressive_House,EDM_Progressive_House,Future_House,Future_Bounce,Ghetto_House,Bassline_House,Melbourne_Bounce,Dutch_House,Melodic_Progressive_House,Deep_Progressive_House,Chill_House,Afro_House,Electro_House,Real_House,Tech_House,Nu_Disco,Melodic_Techno,Industrial_Techno,Hard_Techno,Deep_Techno,Ambient_Techno,Dark_Techno,Acid_Techno,Dub_Techno,Rawstyle,Psystyle,Hardstyle,Happy_UK_Core,Uptempo_Hardcode,Frenchcore,Industrial_Hardcore,Bigroom_Trance,FTP_Trance,Progressive_Trance,Uplifting_Trance,Tech_Trance,Classic_Trance,Goa_Trance,EDM_Psy,Full_On_Psy,Dark_Psy,Progressive_Psy,Melodic_Dubstep,Melodic_Bass,Color_Bass,Riddim_Dubstep,Deathstep,Deep_Dubstep,UK_Dubstep,Brostep,Future_Bass,Bubblegum_Bass,Leftfield_Bass,Liquid_Funk,Neuro_Funk,Drum_And_Bass,UK_Garage,Future_Garage,Breaks,Jungle,Big_Beat,Hard_Trap,Hybrid_Trap,Heaven_Trap,Dark_Trap,Chill_Trap,EDM_Trap,Glitch_Hop,Neuro_Hop,Trip_Hop,Jazz_Hop,Ambient,Chillout,Downtempo,Midtempo,Electronica,IDM,Indie_Dance,Complextro,Brazilian_Bass,Jungle_Terror,Jersey_Club,Carnival,Moombahton,Moombahcore,Synth_Pop,Bigroom_House,Bass_House
456333569,35283090,1849250798,1441263685,31311602,1813983140,28252723,542001570,565030738,27172954,1472686606,1448520623,528270545,1441006384,1388595129,1327815238,509311550,484056878,1312700215,555366128,559601591,2003982125,1313944514,1864246140,1406491528,1397130548,1385372983,1426265410,1932551786,31185150,552657059,1831518723,502274183,1404827229,1487576314,1463065579,1359729879,543613138,19686899,26491238,1375747237,476261212,500851508,1822881391,528273689,1488212875,1496001997,549321167,26399764,1354409685,1307484785,18566593,485960338,1448657189,1949353842,535121975,33111374,1949242251,26783338,1977823928,1983427718,24740625,3564859,502706997,1368371826,436346924,1457581783,1347381780,28296274,1386259782,1433562128,17780901,22738727,1997209578,407889678,26576444,421148447,1891741813,987947,1428149333,28925187,1376224505,1426567321,1479460804,422977523,423776075,507654285,26616198,1842752413,427139956
1359261073,409647276,1326239624,522529653,1463532611,487375361,1294352668,554409954,520458061,33715100,472944203,1451785226,407679624,1811803547,448917606,564396054,1330199732,461544611,1866336242,563624008,865958630,1462538525,28299049,514053474,1446396348,1395259188,1456653479,1296539034,865916405,1834210636,1809453442,1421161360,497371145,1362160782,1403059255,1916814219,1432343700,1310900673,2024295573,862569769,1448299008,1311825424,1336785202,1483686774,399340466,1401899906,1989020235,1431487114,26474492,501803925,1488458014,573582163,492144657,32737718,1864549431,1452599466,573919914,1868516558,1384356945,1425986533,1989523982,1395952777,27127303,411314533,1430344692,480426312,403012572,1297743363,29343310,525756548,2525829,16487890,22778419,565182257,513327653,26617621,1982029264,1369814922,437291002,1375361126,32046102,1406232231,502238040,1996860987,1878136943,437292042,526472713,4294946,1396140211,425136126
1391251367,415792751,1841156457,1496265900,1344800673,1493576682,1461687889,547466783,567859775,26575166,1401316357,36924962,27826553,862961623,28661605,1349898537,1326729094,1386693530,1353881649,1382077093,508149652,28099319,1367333967,1493052060,1309210634,1463458894,508634608,551842973,27893993,503568434,1388321540,1325898333,1307106796,1463334051,1325626808,28988219,496577148,508014181,540476202,26969941,1313420658,1378411488,5069259,487683763,1818068025,480427427,1871155134,571073097,1818916085,486347914,19089898,34228167,459139378,1447471841,1298841625,414118100,505851025,1958760305,27211799,1925491477,1358842976,1407910037,1372114794,485354929,1346179046,1844850953,32408569,572409602,33252181,17640757,1382516936,3315623,22821109,1957726993,26494482,1346055760,1461316778,1455361946,25888815,2046344637,26441539,1297353100,499274172,28772742,493551099,1411711473,453268024,469744095,1382078069,1957554663
502709459,35807034,407677028,1473010439,1449510670,1375398610,1409299841,1335940788,28939130,34614658,1810963112,1390583834,444389390,517565368,1936790,863284935,1448434164,511921130,1325341853,26226347,507936413,1443264626,1389505371,543260979,1403695108,1454524482,479979893,1423241327,1955663882,1454871881,1397070556,1890442515,494489271,39436516,521418810,1459311918,1809128323,562231148,494075676,17669728,481853296,502706920,1893615437,1955734632,1459161361,466859842,1863018127,1451894760,1393973416,1815181985,1967694806,1296583163,467990486,1363756687,1302288107,1997577014,1941308904,1927597176,22661850,1336866208,1876801836,2054153696,405377197,484365046,1442992952,1315450595,36664208,469410762,36025638,1391520163,1350280660,405480361,2419169,1732994,408277670,31997921,514543264,1362781625,1322203953,1391269591,535146634,1304498399,411349676,26442227,569027042,1311762522,32069361,28799885,1486964647,547758462
1428558237,34690333,1949400,516823112,405372326,528273346,1301783217,572166397,542167778,399552077,1389241474,1390583012,486837998,1372964516,1385097664,1301560293,571340269,1368205168,1371712920,1380869827,555331185,1356131091,865021048,518846089,427139050,1401045194,1373427420,531040481,30953090,1391138642,1350412111,1897116640,28033545,1969092260,1388111731,1818476344,400579153,1395750033,2418556,483481269,1390238995,1328474412,1331308454,1374901273,1868060009,1817299988,1458555806,862102112,425295448,1421502049,1341509360,496298463,1329907913,444324711,1845452965,573910351,468517813,490637450,1343208757,1458010593,1493262434,1954897795,405377194,36871638,1351319695,2026761702,413812682,1336871045,456185061,1341924019,1444344491,515816220,4882127,1343755065,408055683,2046328480,507903879,1421012092,1397050550,1835488084,17681148,1318177525,1320385304,1419432742,495218257,478731186,27886082,25749077,1365514892,434659420
553814171,414586194,551667752,461519799,1357425837,487587293,1302236519,1335940789,420319174,28521945,466332615,1487021891,555731713,544647807,522647873,1349874434,1345461705,491955261,1332609983,1419953078,1364315010,1347851331,17576942,27141674,1867104505,535181811,1336871129,550959191,445846007,459925117,1813622715,1961481487,1939484989,1378389420,548825087,501220045,1331175725,502709423,19686724,27154563,1854372630,543968436,1805044171,1811591609,410629828,1985629065,1843661128,1339267409,29374711,1457345033,1967011070,36961326,427542472,1356059919,1426965545,1364315724,1321424774,452608043,3643363,531040544,472948172,1310106246,3564839,405597652,1463299455,1311683471,409941741,526099027,1369855743,553841555,555918497,3737577,496219,3599893,33252459,1327822114,1334295114,1402430869,25545185,2049940861,502455530,1296656239,1300149907,1871969359,544341593,449824949,428642613,27072371,34586454,409941124
503958988,35806038,553815177,1434513891,417243777,534539243,524152214,445462266,469373167,31517505,1423337374,1344772433,1330381894,519193483,444058915,505807968,1446433867,21151375,473940129,1339987439,574183780,1403695598,1403114936,1383923448,862102828,1391017300,496298424,1303019108,445153456,1950438649,1332940601,1843269510,1298517606,1445787953,2021204272,1481304469,36270521,1445945494,19686898,406037580,1304848495,1393706055,1936174190,1473772057,1401456194,37095772,1923069929,1806738036,1306497065,1392904939,1306155443,1816981787,475279148,1439860689,16328910,1293905237,1401180647,487527825,26704549,1824753767,1875656685,1415529518,28851462,31010017,1317582634,1863570952,411921224,1435984607,557723511,1925321794,1376694696,4143763,698479,1358397310,408277188,1294899880,448316533,1420914691,27693982,1491809203,507897392,479029210,547971143,2016087624,415792225,473344037,27838936,19156260,1316045592,1425031975
1989510065,469744185,1918450960,1465073366,31245998,1339204229,1351687311,1902443905,556050829,36308366,1846942898,1370156914,468513316,1356648291,408277658,2031004982,1463552713,424264669,1307789402,1334769253,1363669430,5093421,568960367,1479234789,2013822416,1397130546,1371460023,524152929,26237917,1448619233,1391604572,2053710643,25791418,1476448837,1378273937,1454854556,1332440396,1813176557,2041446313,28867751,31527473,3851159,1356743747,1488970711,1896785512,1342955242,1844961078,1355267440,1333611807,1430572443,1982024636,450224578,456175117,557820289,1865555443,545755651,1362142890,1965719247,27391130,38673601,1378562700,546855548,405377196,1356559407,1825848673,1364343313,466332671,28105352,1299616938,27638778,27982794,19182734,26093085,1469892090,16362374,417247716,1325241707,1993582744,25545187,1845818606,515455596,863553562,1483158469,1435790139,1453385187,1421669631,26259269,1960867653,1999400376,442315711
1359951236,413812620,1322077791,1304848556,1374301699,525964142,1405421022,525025968,535776907,28306798,1933374220,1395760095,1306810968,1488666865,522789251,1293953074,2044264273,543938612,1374191648,514055446,1389884887,1426798132,29827112,1417803941,1344403513,34229993,1403093731,1376873993,1454619680,1444408191,1337028702,1462313466,1483918512,1429862748,552199683,1917982922,507010987,2019153607,16409877,1339266369,1956360926,1816310650,27524453,22968085,2039061540,1921190746,1815278413,1379344650,543679495,1462284111,1486761054,410925039,427542524,1463210716,1816915573,426850955,862129453,1327957089,27211851,1293953826,496640968,1413715239,27149222,505451588,1378843832,471403708,404184699,436305474,33111753,495218250,532627380,506045388,1694104,1838873334,437856990,1811295641,1336866831,1440290991,573873457,1473010487,28368163,1327514279,1459862755,454986442,1326037575,464192917,32166655,1836077316,427542253,554241727
573884677,473829460,1334295154,1311347410,427542521,1299639896,1457503924,2015673526,448317822,1395041190,1383811881,1381699554,30496124,1851193163,522777280,1495977062,1383925727,424264685,862763440,1846712077,1406635189,1824763542,1429344743,1810430748,27103249,3096555,1403302037,1386887800,1302091480,1923311119,1839389070,1848694395,1305266170,1937738956,1349479449,862085004,507557376,1345477931,545015258,5223539,1487559648,543968463,508327933,1471909727,399340177,442315198,1958632158,1329940345,2040382992,1341640540,5102546,522510202,531040373,2016198165,574019179,1405854074,1303027042,1826335322,1993065278,1841580423,2017719200,1457798335,1872051784,479979295,1827570614,1394050022,31149227,539882662,423227298,1427759065,1428682009,21887909,38689025,2044259552,31365273,2007189191,1351547623,1362313757,28323516,1400091601,26455731,1472807298,1926429235,474792008,533600178,520460303,479219375,31245045,32320336,409872217
514055328,33497955,1855921439,1421146975,1361723688,421423251,1464705967,431259951,26061646,34766663,1416508898,1372255603,1419658426,508014967,1389640124,1357154984,1435740530,32063759,864100016,522631668,1340665211,1436906380,1436388398,1417809119,1410191366,1333284238,470759573,864420489,573463456,26258130,1329241026,1983662722,1882849417,1393027256,496298640,1993132886,1824849664,1352686119,19686832,26969896,1406062943,484314653,28346561,2017190928,1418981459,1498646179,1483158317,422463547,27918974,1430000873,27193887,548648020,422419106,31814557,1882142597,467953074,1820337996,487527826,28084509,1417265798,2013841912,1350095958,27127324,480768639,1395720030,1444945224,482395435,1333232806,436147601,1430417105,27719028,28102017,17721773,1860653333,27525352,424474236,1385784519,1499527132,1998954,1849465526,29922414,541687772,1868220016,418708144,552432793,866084845,39224741,31245043,1449529949,471566638
1955999617,432780721,1393861453,1418382140,1425225571,553410371,1301968540,501000199,1500289131,30051311,470795507,1990363220,516742017,420482315,1972962139,543987290,1347834296,485347864,1374446018,1442867814,1306507985,551667085,1912676886,1334339739,1825109139,1313357137,1939582421,1501745823,443277147,1344383496,1381755178,1824704372,1393189498,1474027938,548060440,534064023,507960975,1456744860,26643545,27536294,1953760426,1985797615,573054718,28186945,1971071836,1834198476,1850397930,557581483,534315057,1954737737,16475928,38019504,464192074,1408605087,1350540190,568254527,1350079382,487527839,1874353366,1419348231,501074886,1977690426,3564803,557579497,1381937664,1329164029,429261419,405599658,1811209764,1477284986,1430491452,22605591,454438447,443277458,24359009,26309586,543987001,2006626500,1457769,1816750807,27542857,1311266536,1497558479,465920805,471567002,1407617135,410802252,26305135,479600880,1296498042
473817084,34999977,1301927439,1477742958,1454322667,1415256236,417953676,1332918859,28854938,28120177,431259081,1351378610,1420566670,1406134081,26441539,560210373,1313223062,31191024,31586710,1340473319,1357154448,500614046,1374770620,1417809122,1481899069,1313034168,1391430292,1403873194,1377019226,1399055464,553924446,1383841528,1323321790,550772108,1307950277,1294718461,544204753,1461417295,471761661,18993636,1396161044,26838942,1394513121,1398842002,1300565417,1304727771,1843661126,1322199983,1476313386,29543588,1404832217,408332214,467390215,1932999863,414826417,1899790382,430043105,1460952259,27211832,1348449993,1421012092,1457798430,1396940442,34228518,1831629584,1809642521,1334123036,29532464,473918266,31997587,1397610601,405480359,463848,1430056316,33726601,33291742,532777220,2029165650,26521098,2044011034,16766252,1492329767,519367072,35845535,1295906275,1367323282,32737847,33660007,1818066279,491695101
1980858536,414586212,865763127,34999685,1325818771,527078853,515454376,1315750744,28799760,28346463,1366886893,1951661682,1351763786,1389353522,1094804,1384420272,1375602837,424264678,1437150729,1407536381,1922989116,1371533728,1331041072,573946385,1431571911,28362868,1411936975,1368323511,1364056395,1426640151,1886545537,1837972442,1961135876,570267133,521418039,1445684325,1914341248,1391247973,27033475,5223571,569775213,543968459,567200879,1378886393,1324830026,1924481205,515452529,1355378941,1346105094,1424325174,19089814,1311532698,469410938,26189064,1439860689,477821142,1453894163,1957654377,1874934514,1392779765,2005627674,28324165,27127301,25793413,2041052858,1375753647,414979568,448742203,33035837,479223420,1403216021,17464373,1617435,16757361,406716704,22546141,1361385004,1403114935,25545182,1892465539,1385773992,1298568104,425828110,28958207,2030291483,441566582,18933181,16640007,1954545773,34497768
1396658415,418603621,865048343,1442475942,415792057,1432297111,1375958040,1419694375,1863014615,28382921,1900670159,1488423657,551914209,1485200173,513738095,1326206212,1386843823,1430442372,1388265309,1390178545,1314467182,1320216972,17748406,1391281890,1397525633,29456231,1379464141,568560974,1323468287,1440911105,1392090988,1870369147,1396284234,1382271566,1956499038,1378608581,1896048785,1457875491,485991797,495052961,467595653,505363357,32242119,1397480821,32737396,548648028,1498312293,1334296115,1901951940,1304937998,1422425956,413961032,863515475,421160233,1970779910,26723994,1323328827,443277376,1401263363,1325829057,1306279125,493041957,1968652797,29807573,2042162604,412175182,409941312,399953133,1837653047,553815193,1832637324,28117677,704331,1343755063,408532202,31645326,1356054736,1811941563,1424652395,1357280390,554245863,1328232645,444267154,574602459,531051600,461124441,26515213,1458986840,1318191528,1484004196
1335619434,449578789,1401181385,1860307745,1452228045,502228553,1863551243,492151979,28273029,29600861,1388811771,1408046110,1416902904,1463045509,1341937146,525241822,1343519319,1317358662,1354757748,1345813355,1922989115,1380820589,555220325,1359114264,554661634,572823777,488647345,1446584637,1355806500,1419425343,1480239328,1872796816,1298517476,1404826245,1888082655,862085896,866056658,1383322078,3888031,26857374,1331051039,1305755554,1350398596,1831702613,1388285645,28751177,1499750514,522510202,431357681,865798354,2924679,403012370,2032032948,1460054570,500686266,28268036,1817005683,1470849583,21165925,542692964,492209737,2010721414,27250859,399341481,1480234782,1488620599,35288906,1365036274,29561431,451991194,1345338262,407091,36317879,497755275,422463059,28559583,427142727,1311462140,28959007,1483741470,16950491,1331725696,1436634328,1361142055,535685780,27597520,32922138,554281360,500412105,1321744954
31168340,29822503,1373213864,1419448376,1485788961,529814295,1324515024,522769936,507720807,30496904,1478010726,1397810051,31427000,1381604755,1405442497,1853345663,1419980119,487598616,1403000243,496298719,1886660757,534064079,1405315737,1461930029,1424396466,1437258805,502238223,1384277520,458402013,438801661,1822696433,862862015,1399629563,1391583479,1836163459,1294733601,1902613811,1384484232,512150528,27054011,1385996004,1346961546,1363589763,1365193653,1483123624,1399256562,1913279813,553783733,1381368042,865798360,1362108756,440411849,484311703,1343570205,479938239,448518344,574208211,2059294003,27211872,1822663746,1850681286,1454364796,18360606,1318621731,2055169487,484249989,400162734,404746025,1439459926,1383863918,523251502,412175363,1294899514,1966970462,415085303,2146316,451113814,1343667419,29753366,1468128104,558560023,524270865,557578757,1333058576,1347229909,480769660,28785034,573257544,478049034,29378378
1408646954,33789789,1366887971,501220197,37206135,544000400,1438364502,1368366827,1465329834,1946686500,458995850,1371893620,1414725424,426027004,509726927,1451346087,1393610342,1333212432,1371698556,1390176943,574256552,1403695595,1426472937,1408138864,1379788264,428591195,484314221,572847544,1385214257,1392748292,1371236419,1496919672,26226345,1882763507,1313036729,1403016715,1879277571,1401407897,1329426937,27149838,1408403169,1375865551,555251491,1345936906,1448420679,486837355,1971727618,1404629876,1818916752,1371015169,1357741443,1990861,454069695,1333448460,1451392057,1427158287,1370478630,487527847,517571238,1470101535,1873736398,1955979220,31192320,1937937978,1483990951,489998509,522628769,463197776,438803028,500392385,1398902387,21004949,18055774,1329522567,28792770,518894487,555398956,1897303728,3475599,1882885309,502391295,1300604588,427142128,1345655349,507114189,1450888166,27025618,18933057,33307539,452814568
26446857,34766107,1379424374,506461744,427542520,1428936481,512359307,862651038,406737717,31245564,1417604005,1446839056,466794344,491695860,1359156906,514912833,1400091142,28352754,566435106,1911641957,1340426900,1399041977,1425572880,1331800149,1439379895,1333972248,1297747518,1377788835,27602795,1400385484,1857166250,1828015626,511921163,1478542546,508860915,864481385,1326850119,567814465,1824391,2014241853,1357807151,1831448265,485897074,1939997754,1840892124,1865359008,1931608535,1370226957,1349840636,1987030413,1418426654,474791347,522528387,29809873,1345336586,469065381,1496913725,452608048,21165927,1809877765,28126569,1406004230,19606008,548848746,1469509385,1354625312,407002464,405599629,462686285,449578189,551744088,21252140,26107925,1926385299,465262278,36080775,478203044,1385686978,1420869253,1355079781,545969474,1327589357,471632471,1296223987,458496688,1443015796,426501035,1301474568,410925068,446875316
1921426079,1309697628,1924481123,1346474112,1485309034,472141625,1407712672,1436376843,34766663,32477546,35310220,2014347713,544269247,1434545342,1321546257,1348904604,1347832718,535534644,1887413815,1421352639,571022125,1439379780,1424375618,4236506,1429602668,27106474,534539231,1305913249,1845776691,1846075759,1475651000,1324830115,1813858497,1962023063,1357944712,482636582,1911905519,1854864330,523892890,862630599,1463102504,1359066729,506096330,473964161,1459393320,33054034,1867065085,2006373821,541872294,1987029572,1636504,27703890,497218634,863935753,1421428687,548825638,1852403397,1470883155,27211873,41650329,1344261979,1444629568,5225509,512666137,1468353932,1408951487,427373515,481537841,28339110,1456368558,1386660823,3031665,2325781,1426965774,28844375,27733429,473602434,1470280963,571059078,1463608882,29550186,1377233704,557578755,1916761391,862731706,465921704,508970321,27420349,1470302287,1485905716
1837573456,34766325,1321810424,413958520,1357428558,1932552317,551337080,573028171,34364233,34892202,473571109,1415508102,489757619,522101787,16628237,1404453027,1916063449,437856310,1313052852,1314530743,1381021220,1937222397,1357902683,1418381577,1449269293,18669331,490602421,1345916324,1457661,469744052,1983149389,1336866711,2015027630,2004849792,557583601,1479856063,503766539,509106601,487109634,31808099,1945232791,1330543638,485897072,1211925,1366277278,500684666,1465922618,1966153132,2050265895,1991002710,33330704,463160092,520458236,411315681,1451688447,573979581,1459162881,573901105,1390897529,1419432911,1917233555,3211498,2611295,449578916,1371705783,1873512685,410518233,34169370,409060426,1376250956,1336866759,405480353,27724046,1352598402,408056001,28877587,477250181,536396425,1330634643,1825662961,29020052,1300603725,448917105,1430416556,502709933,518092145,29020054,2734249,437859762,1405247849
531295817,446508049,561072023,1344877453,1351655603,863487503,422960951,514421716,30967398,1399976318,33894040,2021518641,34766154,1370187770,1363051425,1426265421,1407985538,1892262219,1352986230,1400205883,573926892,1938159766,1350997824,1308443358,1297743927,555501084,484056468,1434521952,26372314,1826034515,1385399572,1804746023,1331584757,1336999072,548060442,491948029,1388837574,1319774814,1325328574,1459169894,1299999133,1381723342,504067325,1874707141,39224603,35845401,1871153143,1353423599,1306496067,1810357265,28070966,1866098413,487375325,1297294477,1849135360,1948194270,27936908,442869465,26783299,1299550142,1487185539,26974087,1345713,546723450,1465505270,533455454,409931915,422094345,1387694414,1848952814,1498588010,2700902,515816220,1483024018,29360020,451701153,505851880,1861049040,16295990,1470996463,1804601421,518180714,456185580,26262696,37095760,482999573,25793480,1435850557,427542212,437605609
1297773823,30854833,1323969968,1911920640,1439442696,1440695353,1298774921,28616472,544209541,28789455,1366856328,1408876662,456175743,535147535,1480428034,1329570721,2052015045,1417082986,553915596,542634772,1354193095,1338567558,1820457112,26067751,1391805880,17340724,509098908,497755742,415904189,1414923743,1816161704,1428214146,483202965,1437300225,479422985,1296491967,1425031231,1402642116,26826034,26857240,1402642101,1999155515,26456442,26569999,1823504857,1400369392,1825083159,1480139453,2015016039,1381705528,1308782143,27152621,467685388,2034039393,1321207392,535181524,29716137,1454854714,1887179695,437246230,1372584167,1312132894,27127310,466126531,1920798156,426291161,409325148,1325897033,505451588,1394899704,1890682028,4143718,405485934,1410653295,399346092,512099234,499222367,32364509,3475649,2031196443,1354790361,1377164131,521418800,27842608,477250327,1346693341,5067899,1845405213,399410076,415090632
1425031917,526472670,29007898,2024127936,404783229,1414639583,552838302,1309314533,535099882,29567012,1415339316,1395534437,511160527,1400340226,33190009,514761737,1377870302,1475970936,1437149697,1409996009,505449854,27878046,19190077,1461816321,1452439323,1857847453,1347324940,1480346549,29531139,863046298,1889774928,1489034457,1471538967,864000471,1981539967,1858551330,27737066,505507004,2017386459,1339266381,1388774135,1905456364,1314096614,1391604028,1369985055,27537601,1458556755,1339886103,1305685884,1819987042,1329046751,495220605,1302066464,31814560,1362160935,29755476,558560028,1462434371,27062205,1438794199,1345863620,26671360,1882856417,474764291,866173606,32432008,1439300945,412911140,27597785,1848678688,565941413,18354107,1638489,2024683157,465262619,39869577,1816141129,1417683916,16296033,1890236711,32046326,1474419781,536623599,29008364,492151597,541687280,28105037,571338337,1501891525,401249596
1315443529,2048981078,548251264,1952502533,1338751722,1450158244,486837300,1303099817,1403067248,33891251,1835753489,1958404795,1877643,518925165,567599537,1293905955,1391252055,502610854,1896639641,1346016796,507936419,518904441,1863429712,1376818349,1949067117,1359967497,1386397211,1813404741,2024015332,1406505525,1847143403,1297742659,1298516835,496617061,2020615388,1366688241,1370245045,2026601014,16184649,4004241,1391308416,1339450008,502564216,28142766,1466028786,1821675522,1804810840,1466248281,1841284232,865795786,19089876,547969253,522444395,1461046624,1409246610,1399947082,529391596,1433178836,1304820647,28361356,1362543748,1385797219,18360599,407889796,1385867181,1470441327,409060720,1296637535,411907404,1493971626,1306053098,1302581,1328296081,1419420981,33252444,18161044,453185845,1336999528,1313544097,1818218303,1421174814,554396601,1348448791,451703259,534591719,452814722,460298213,426027089,516827154,1341923051
1997246011,28096758,1388732856,399343389,1449609700,493285372,1406596465,552613629,407450014,1822378,1382769769,1939548231,512099243,513815712,1358015547,1432517113,1342685845,5104575,1374192636,497566851,1391313814,2053072675,1830874318,1340473319,500604986,16729365,1396359503,1379076316,1297750626,41629298,1456486204,1471172392,493166160,1819791650,865982514,1382922684,1340298369,1384482488,471761660,32301866,1374005070,1880480874,508148066,28186963,1896446837,504492138,1410778631,557581119,1355268217,1400047869,19089864,562597325,33495768,411500427,2048166101,1452599468,1840429579,2017002718,22662058,1419407285,2018318853,1383840098,18106707,419250252,1335797322,513360654,36871511,511989893,1823440281,19563212,531786247,16288868,22844574,573168257,465256217,28844379,456175631,1320306256,28323520,1899288224,28562842,1300282244,1485784796,29774100,445462511,442991480,5074209,4077945,1405437143,489521487
1369906268,33504106,468490683,1427920777,440464573,1340506946,1428305259,545755111,543741657,33875826,1403012641,1358675251,1321930183,1387260883,1342511078,1803902241,1371533724,424264662,1332798154,1340774185,1399286751,1386448434,1451648349,1450688203,1338349083,38019441,1409311999,1446628415,864476910,1294010536,863201858,1810067387,1483923043,1811713178,546540794,1345477925,1428462645,1464332224,28727681,1470551413,1994428013,405242053,29448960,1379048851,1984767612,1304848494,1961307303,1398757581,1308782752,1882715846,1491192000,534542429,474791825,1386460077,563348314,1298623345,19578771,1933803328,461493061,1396561420,1365394283,1313791159,19460275,456185682,1317046592,1467002140,1318215340,1361457712,28841068,1807948736,1447956388,3820006,1937625024,1388531835,5092422,475176273,441120417,1394744342,16846150,1920665977,27909872,1300603722,33085711,552650310,1359728898,412242511,28475904,19903696,1447930866,413812856
1340659616,31421036,1841158844,1400795788,543097481,522675882,417250186,1300557856,500282908,29383738,26671183,1496783193,28999942,1415554011,531190852,1447926859,2051977697,426852427,1467301754,1352818369,506874355,1942954441,1819636064,1389448333,1417036395,863471178,553479482,487192646,409647908,1437260043,1336866984,1995236281,552184150,1968228743,1982606602,1416438260,534322161,29528948,26678543,26857368,1303026080,1341385694,549276666,1839023142,1822429639,32823984,1803442733,1337238049,523251552,865798359,1496849065,28668206,454435322,864456428,546864206,517565062,26905707,1958343377,27189154,418602864,1303154219,1965483798,1358170949,534542199,1459248793,399340395,411314069,1489234364,1305367357,28368161,32157583,22543879,1327624782,1906235898,23187058,27739337,403710537,1929227452,569299573,1461511050,26129420,1456473935,1902441110,1397324192,444058391,456185699,26391270,5205360,472137857,419254876
571938586,419250061,572840747,514761143,1396845433,452608936,1322183747,507971398,33340343,27936694,1373264024,1366653708,437608254,1356206928,1491067396,1367303831,1400343254,27555280,1853329331,1458155838,1340301496,451520566,1417671244,1368193872,461887296,16729362,1407757963,529824305,1377207455,1311091103,1336856954,1842075523,1976478344,536623049,557581547,1379112739,1913127817,417247358,17967370,1354435209,862893676,482809960,28826470,1430288021,1860762164,1361195268,1997493058,1335330756,1353413981,1419181533,1428785013,408332215,473964091,1481890938,2030761802,477823150,425828794,1482053622,1347448204,28245779,2057924061,1358068105,4336554,1481577506,1470321295,439121537,550172515,557244721,427614981,17122467,1397611666,3737600,502238214,1460846948,411315025,417250190,1442447187,1359978732,26394128,2032755161,1334406202,862417812,553611006,1822448986,466122657,468517610,29036741,27557775,1406690591,552145020
427542020,34690419,1413294071,420513969,1343597544,534066028,468878104,1419859665,1451252258,28923055,1366856330,1388508170,569834056,1426798805,1397506617,2033904691,2058093903,28279069,1350595579,1305913085,1820508613,26559012,18718947,1424220105,566443116,1474170356,1323071923,1446329528,442589407,519943389,1336871806,1340091351,505678247,35345576,494410281,864580164,1870105087,1406594227,1436553177,862570465,1421439372,1880479185,28348955,1339293107,1424675829,27915795,1971329638,1887551807,1356427967,1432517217,26484578,411314845,499275236,1302962151,1876116734,1323797846,412951913,485228458,26239199,1442906463,1817940519,2001149407,28864294,409941239,2024212643,1443098558,1808108843,417833884,462523123,529824185,1459169478,1480621955,415593071,1368550160,423227219,1837955411,1378288596,1944794571,1338910560,1390026706,29999215,1296067267,553403862,26442243,474567314,458725720,550433883,411907930,1807308879,1969431001
543612421,409647285,1333341543,1441885417,36496716,1420536076,1445047740,1380150032,31912054,410519492,1480051912,1397640893,506425968,1435778714,566436272,518174026,1445951991,1470714772,1812347344,1828010131,1418806278,1829973301,1921377329,573946383,1394936760,1396955369,1455072138,1479983302,437292544,508081161,1482831860,507851688,512692384,1452599328,495220388,1351963511,1483136474,504016117,1835860,4004232,1372927913,543968448,26310845,1421706785,492144174,32432040,1992629705,545590475,1354265879,26556675,28607228,1303027688,2057571302,26528593,1464954924,1403681803,32231109,487527840,1418077253,1317410561,1925107948,1353168882,27127308,413740230,1440116162,1477611966,467166607,1853743380,2005742415,26365078,1446994322,1476949583,704310,1438597186,41633321,28071895,34723763,1467448252,19612665,1842538405,2055964768,1305829614,1411542700,1501854537,1316979422,1354632380,1990859,27310644,404784231,399353840
1421502223,419594709,1321905342,1453964858,515392261,534065037,1389357719,1355928929,35283885,30051449,431795829,1376223375,1424317210,1387267034,447079511,1990509500,865946188,1307249847,863087000,1362938523,1371422912,1857212539,19431025,25758082,1389236830,1454523716,497223073,1430568757,403136494,1401387000,1397076131,1871248341,1320686387,1902530440,1911516578,1309796097,503296446,549548448,27039973,19887063,1295934270,1820510514,28826471,28871076,1928359037,2042255760,1495466749,512377083,541997911,1308227562,1487305130,1433426225,443876667,527570942,574207937,518077420,1321392789,464377388,1459666860,1314706669,1891624752,27124485,27127313,31273448,1409425403,1419434774,475463503,451113380,29568787,1459181992,552969147,2919790,1423256,1387636180,408532139,409941783,523251142,1343665986,1397584499,1826369439,409325146,1310762998,467952225,424498290,445702192,1390026425,1443902116,21992527,1865989294,1385619325
